drug rxcui code,class code,drug,class
153639,51272,quetiapine,Antipsychotic Agents
153639,51272,quetiapine,"Diazepines, oxazepines, thiazepines and oxepines"
153734,57258,tizanidine,Analgesics
153734,57258,tizanidine,Anticonvulsants
153734,57258,tizanidine,"Muscle Relaxants, Central"
153734,57258,tizanidine,Parasympatholytics
153734,57258,tizanidine,Adrenergic alpha-2 Receptor Agonists
153734,57258,tizanidine,Other centrally acting agents
153735,57258,tizanidine,Analgesics
153735,57258,tizanidine,Anticonvulsants
153735,57258,tizanidine,"Muscle Relaxants, Central"
153735,57258,tizanidine,Parasympatholytics
153735,57258,tizanidine,Adrenergic alpha-2 Receptor Agonists
153735,57258,tizanidine,Other centrally acting agents
153892,88249,montelukast,Anti-Asthmatic Agents
153892,88249,montelukast,Leukotriene Antagonists
153892,88249,montelukast,Cytochrome P-450 CYP1A2 Inducers
153892,88249,montelukast,Leukotriene receptor antagonists
153971,1223,Atropine,"Adjuvants, Anesthesia"
153971,1223,Atropine,Anti-Arrhythmia Agents
153971,1223,Atropine,Bronchodilator Agents
153971,1223,Atropine,Mydriatics
153971,1223,Atropine,Parasympatholytics
153971,1223,Atropine,Muscarinic Antagonists
153971,1223,Atropine,"Belladonna alkaloids, tertiary amines"
153971,1223,Atropine,Anticholinergics
153971,1223,Atropine,"Adjuvants, Anesthesia"
153971,1223,Atropine,Anti-Arrhythmia Agents
153971,1223,Atropine,Bronchodilator Agents
153971,1223,Atropine,Mydriatics
153971,1223,Atropine,Parasympatholytics
153971,1223,Atropine,Muscarinic Antagonists
1539887,1424884,vilanterol,Anti-Inflammatory Agents
1539887,1424884,vilanterol,Bronchodilator Agents
1539887,1424884,vilanterol,Dermatologic Agents
1539887,1424884,vilanterol,Anti-Allergic Agents
1539887,1424884,vilanterol,"Corticosteroids, potent (group III)"
1539887,1424884,vilanterol,Corticosteroids
1539887,1424884,vilanterol,Glucocorticoids
1539887,1424884,vilanterol,Corticosteroids
1539887,1424884,vilanterol,Glucocorticoids
1594589,10154,Succinylcholine,Neuromuscular Depolarizing Agents
1594589,10154,Succinylcholine,Choline derivatives
1594589,10154,Succinylcholine,Neuromuscular Depolarizing Agents
161,161,Acetaminophen,"Analgesics, Non-Narcotic"
161,161,Acetaminophen,Antipyretics
161,161,Acetaminophen,Anilides
161,161,Acetaminophen,"Anti-Inflammatory Agents, Non-Steroidal"
161,161,Acetaminophen,"Analgesics, Opioid"
161,161,Acetaminophen,"Anti-Inflammatory Agents, Non-Steroidal"
161,161,Acetaminophen,Opioids in combination with non-opioid analgesics
161,161,Acetaminophen,"Anti-Inflammatory Agents, Non-Steroidal"
161,161,Acetaminophen,Analgesics
161,161,Acetaminophen,Opioids in combination with non-opioid analgesics
1665060,2180,Cefazolin,Anti-Bacterial Agents
1665060,2180,Cefazolin,First-generation cephalosporins
1808,1808,Bumetanide,Diuretics
1808,1808,Bumetanide,Sodium Potassium Chloride Symporter Inhibitors
1808,1808,Bumetanide,"Sulfonamides, plain"
1808,1808,Bumetanide,Sulfonamides and potassium in combination
18631,18631,Azithromycin,Anti-Bacterial Agents
18631,18631,Azithromycin,Anti-Bacterial Agents
18631,18631,Azithromycin,Macrolides
18631,18631,Azithromycin,Antibiotics
18631,18631,Azithromycin,Anti-Bacterial Agents
1870193,1596450,Gentamicin,Anti-Bacterial Agents
1870193,1596450,Gentamicin,Protein Synthesis Inhibitors
1870193,1596450,Gentamicin,Other antibiotics for topical use
1870193,1596450,Gentamicin,Other aminoglycosides
1870193,1596450,Gentamicin,Antibiotics
1870193,1596450,Gentamicin,Antiinfectives
1870193,1596450,Gentamicin,Antiinfectives
1870193,1596450,Gentamicin,Anti-Bacterial Agents
1870193,1596450,Gentamicin,Protein Synthesis Inhibitors
197319,519,Allopurinol,Antimetabolites
197319,519,Allopurinol,Enzyme Inhibitors
197319,519,Allopurinol,Gout Suppressants
197319,519,Allopurinol,Free Radical Scavengers
197319,519,Allopurinol,Preparations inhibiting uric acid production
197320,519,Allopurinol,Antimetabolites
197320,519,Allopurinol,Enzyme Inhibitors
197320,519,Allopurinol,Gout Suppressants
197320,519,Allopurinol,Free Radical Scavengers
197320,519,Allopurinol,Preparations inhibiting uric acid production
197321,596,Alprazolam,Hypnotics and Sedatives
197321,596,Alprazolam,Anti-Anxiety Agents
197321,596,Alprazolam,GABA Modulators
197321,596,Alprazolam,Benzodiazepine derivatives
197380,1202,Atenolol,Anti-Arrhythmia Agents
197380,1202,Atenolol,Antihypertensive Agents
197380,1202,Atenolol,Sympatholytics
197380,1202,Atenolol,Adrenergic beta-1 Receptor Antagonists
197380,1202,Atenolol,"Beta blocking agents, selective"
197381,1202,Atenolol,Anti-Arrhythmia Agents
197381,1202,Atenolol,Antihypertensive Agents
197381,1202,Atenolol,Sympatholytics
197381,1202,Atenolol,Adrenergic beta-1 Receptor Antagonists
197381,1202,Atenolol,"Beta blocking agents, selective"
197391,1292,Baclofen,"Muscle Relaxants, Central"
197391,1292,Baclofen,GABA-B Receptor Agonists
197391,1292,Baclofen,Other centrally acting agents
197418,1808,Bumetanide,Diuretics
197418,1808,Bumetanide,Sodium Potassium Chloride Symporter Inhibitors
197418,1808,Bumetanide,"Sulfonamides, plain"
197499,2409,Chlorthalidone,Antihypertensive Agents
197499,2409,Chlorthalidone,Diuretics
197499,2409,Chlorthalidone,Sodium Chloride Symporter Inhibitors
197499,2409,Chlorthalidone,"Sulfonamides, plain"
197511,2551,Ciprofloxacin,Anti-Bacterial Agents
197511,2551,Ciprofloxacin,Topoisomerase II Inhibitors
197511,2551,Ciprofloxacin,Cytochrome P-450 CYP1A2 Inhibitors
197511,2551,Ciprofloxacin,Fluoroquinolones
197511,2551,Ciprofloxacin,Fluoroquinolones
197511,2551,Ciprofloxacin,Antiinfectives
197511,2551,Ciprofloxacin,Antiinfectives
197518,2582,Clindamycin,Anti-Bacterial Agents
197518,2582,Clindamycin,Protein Synthesis Inhibitors
197518,2582,Clindamycin,Antiinfectives for treatment of acne
197518,2582,Clindamycin,Antibiotics
197518,2582,Clindamycin,Lincosamides
197527,2598,Clonazepam,Anticonvulsants
197527,2598,Clonazepam,GABA Modulators
197527,2598,Clonazepam,Benzodiazepine derivatives
197528,2598,Clonazepam,Anticonvulsants
197528,2598,Clonazepam,GABA Modulators
197528,2598,Clonazepam,Benzodiazepine derivatives
197590,3322,Diazepam,"Adjuvants, Anesthesia"
197590,3322,Diazepam,Anticonvulsants
197590,3322,Diazepam,Antiemetics
197590,3322,Diazepam,Hypnotics and Sedatives
197590,3322,Diazepam,"Muscle Relaxants, Central"
197590,3322,Diazepam,Anti-Anxiety Agents
197590,3322,Diazepam,"Anesthetics, Intravenous"
197590,3322,Diazepam,GABA Modulators
197590,3322,Diazepam,Benzodiazepine derivatives
197591,3322,Diazepam,"Adjuvants, Anesthesia"
197591,3322,Diazepam,Anticonvulsants
197591,3322,Diazepam,Antiemetics
197591,3322,Diazepam,Hypnotics and Sedatives
197591,3322,Diazepam,"Muscle Relaxants, Central"
197591,3322,Diazepam,Anti-Anxiety Agents
197591,3322,Diazepam,"Anesthetics, Intravenous"
197591,3322,Diazepam,GABA Modulators
197591,3322,Diazepam,Benzodiazepine derivatives
197604,3407,Digoxin,Anti-Arrhythmia Agents
197604,3407,Digoxin,Cardiotonic Agents
197604,3407,Digoxin,Enzyme Inhibitors
197604,3407,Digoxin,Digitalis glycosides
197606,3407,Digoxin,Anti-Arrhythmia Agents
197606,3407,Digoxin,Cardiotonic Agents
197606,3407,Digoxin,Enzyme Inhibitors
197606,3407,Digoxin,Digitalis glycosides
197805,5640,Ibuprofen,"Anti-Inflammatory Agents, Non-Steroidal"
197805,5640,Ibuprofen,Cyclooxygenase Inhibitors
197805,5640,Ibuprofen,"Analgesics, Non-Narcotic"
197805,5640,Ibuprofen,Other cardiac preparations
197805,5640,Ibuprofen,Antiinflammatory products for vaginal administration
197805,5640,Ibuprofen,Propionic acid derivatives
197805,5640,Ibuprofen,"Antiinflammatory preparations, non-steroids for topical use"
197805,5640,Ibuprofen,Other throat preparations
197806,5640,Ibuprofen,"Anti-Inflammatory Agents, Non-Steroidal"
197806,5640,Ibuprofen,Cyclooxygenase Inhibitors
197806,5640,Ibuprofen,"Analgesics, Non-Narcotic"
197806,5640,Ibuprofen,Other cardiac preparations
197806,5640,Ibuprofen,Antiinflammatory products for vaginal administration
197806,5640,Ibuprofen,Propionic acid derivatives
197806,5640,Ibuprofen,"Antiinflammatory preparations, non-steroids for topical use"
197806,5640,Ibuprofen,Other throat preparations
197807,5640,Ibuprofen,"Anti-Inflammatory Agents, Non-Steroidal"
197807,5640,Ibuprofen,Cyclooxygenase Inhibitors
197807,5640,Ibuprofen,"Analgesics, Non-Narcotic"
197807,5640,Ibuprofen,Other cardiac preparations
197807,5640,Ibuprofen,Antiinflammatory products for vaginal administration
197807,5640,Ibuprofen,Propionic acid derivatives
197807,5640,Ibuprofen,"Antiinflammatory preparations, non-steroids for topical use"
197807,5640,Ibuprofen,Other throat preparations
197877,6387,Lidocaine,"Anesthetics, Local"
197877,6387,Lidocaine,"Anesthetics, Combined"
197877,6387,Lidocaine,"Anesthetics, Local"
197877,6387,Lidocaine,Anti-Arrhythmia Agents
197877,6387,Lidocaine,Voltage-Gated Sodium Channel Blockers
197877,6387,Lidocaine,"Antiarrhythmics, class Ib"
197877,6387,Lidocaine,Local anesthetics
197877,6387,Lidocaine,Anesthetics for topical use
197877,6387,Lidocaine,Amides
197877,6387,Lidocaine,"Anesthetics, local"
197877,6387,Lidocaine,Local anesthetics
197877,6387,Lidocaine,Analgesics and anesthetics
197877,6387,Lidocaine,"Anesthetics, Local"
197877,6387,Lidocaine,Amides
197884,29046,Lisinopril,Angiotensin-Converting Enzyme Inhibitors
197884,29046,Lisinopril,Antihypertensive Agents
197884,29046,Lisinopril,Cardiotonic Agents
197884,29046,Lisinopril,"ACE inhibitors, plain"
197901,6470,Lorazepam,Anticonvulsants
197901,6470,Lorazepam,Antiemetics
197901,6470,Lorazepam,Hypnotics and Sedatives
197901,6470,Lorazepam,Anti-Anxiety Agents
197901,6470,Lorazepam,GABA Modulators
197901,6470,Lorazepam,Benzodiazepine derivatives
197943,6845,Methocarbamol,"Muscle Relaxants, Central"
197943,6845,Methocarbamol,Carbamic acid esters
198039,4917,Nitroglycerin,Vasodilator Agents
198039,4917,Nitroglycerin,Organic nitrates
198039,4917,Nitroglycerin,Muscle relaxants
198145,8640,Prednisone,Anti-Inflammatory Agents
198145,8640,Prednisone,Glucocorticoids
198145,8640,Prednisone,"Antineoplastic Agents, Hormonal"
198145,8640,Prednisone,Corticosteroids acting locally
198145,8640,Prednisone,Glucocorticoids
198148,8640,Prednisone,Anti-Inflammatory Agents
198148,8640,Prednisone,Glucocorticoids
198148,8640,Prednisone,"Antineoplastic Agents, Hormonal"
198148,8640,Prednisone,Corticosteroids acting locally
198148,8640,Prednisone,Glucocorticoids
198223,9997,Spironolactone,Mineralocorticoid Receptor Antagonists
198223,9997,Spironolactone,Diuretics
198223,9997,Spironolactone,Aldosterone antagonists
198241,10355,Temazepam,Hypnotics and Sedatives
198241,10355,Temazepam,Anti-Anxiety Agents
198241,10355,Temazepam,GABA Modulators
198241,10355,Temazepam,Benzodiazepine derivatives
19831,19831,Budesonide,Anti-Inflammatory Agents
19831,19831,Budesonide,Bronchodilator Agents
19831,19831,Budesonide,Glucocorticoids
19831,19831,Budesonide,Corticosteroids acting locally
19831,19831,Budesonide,"Corticosteroids, potent (group III)"
19831,19831,Budesonide,Corticosteroids
19831,19831,Budesonide,Glucocorticoids
19831,19831,Budesonide,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
198334,10180,Sulfamethoxazole,Anti-Infective Agents
198334,10180,Sulfamethoxazole,Intermediate-acting sulfonamides
198334,10180,Sulfamethoxazole,"Anti-Infective Agents, Urinary"
198334,10180,Sulfamethoxazole,Antimalarials
198334,10180,Sulfamethoxazole,Folic Acid Antagonists
198334,10180,Sulfamethoxazole,Anti-Dyskinesia Agents
198334,10180,Sulfamethoxazole,Cytochrome P-450 CYP2C8 Inhibitors
198334,10180,Sulfamethoxazole,Trimethoprim and derivatives
198334,10180,Sulfamethoxazole,"Anti-Infective Agents, Urinary"
198334,10180,Sulfamethoxazole,Anti-Bacterial Agents
198334,10180,Sulfamethoxazole,Antimalarials
198334,10180,Sulfamethoxazole,"Combinations of sulfonamides and trimethoprim, incl. derivatives"
198335,10180,Sulfamethoxazole,Anti-Infective Agents
198335,10180,Sulfamethoxazole,Intermediate-acting sulfonamides
198335,10180,Sulfamethoxazole,"Anti-Infective Agents, Urinary"
198335,10180,Sulfamethoxazole,Antimalarials
198335,10180,Sulfamethoxazole,Folic Acid Antagonists
198335,10180,Sulfamethoxazole,Anti-Dyskinesia Agents
198335,10180,Sulfamethoxazole,Cytochrome P-450 CYP2C8 Inhibitors
198335,10180,Sulfamethoxazole,Trimethoprim and derivatives
198335,10180,Sulfamethoxazole,"Anti-Infective Agents, Urinary"
198335,10180,Sulfamethoxazole,Anti-Bacterial Agents
198335,10180,Sulfamethoxazole,Antimalarials
198335,10180,Sulfamethoxazole,"Combinations of sulfonamides and trimethoprim, incl. derivatives"
198443,161,Acetaminophen,"Analgesics, Non-Narcotic"
198443,161,Acetaminophen,Antipyretics
198443,161,Acetaminophen,Anilides
198464,1191,Aspirin,"Anti-Inflammatory Agents, Non-Steroidal"
198464,1191,Aspirin,Fibrinolytic Agents
198464,1191,Aspirin,Platelet Aggregation Inhibitors
198464,1191,Aspirin,Cyclooxygenase Inhibitors
198464,1191,Aspirin,Antipyretics
198464,1191,Aspirin,Other agents for local oral treatment
198464,1191,Aspirin,Platelet aggregation inhibitors excl. heparin
198464,1191,Aspirin,Salicylic acid and derivatives
198467,1191,Aspirin,"Anti-Inflammatory Agents, Non-Steroidal"
198467,1191,Aspirin,Fibrinolytic Agents
198467,1191,Aspirin,Platelet Aggregation Inhibitors
198467,1191,Aspirin,Cyclooxygenase Inhibitors
198467,1191,Aspirin,Antipyretics
198467,1191,Aspirin,Other agents for local oral treatment
198467,1191,Aspirin,Platelet aggregation inhibitors excl. heparin
198467,1191,Aspirin,Salicylic acid and derivatives
198509,1596,Bisacodyl,Cathartics
198509,1596,Bisacodyl,Laxatives
198509,1596,Bisacodyl,Contact laxatives
198509,1596,Bisacodyl,Enemas
198683,4850,Glucose,Other irrigating solutions
198683,4850,Glucose,Tests for diabetes
198683,4850,Glucose,Carbohydrates
198857,9796,Simethicone,Antifoaming Agents
198857,9796,Simethicone,Emollients
199163,6711,Melatonin,Antioxidants
199163,6711,Melatonin,Central Nervous System Depressants
199163,6711,Melatonin,Melatonin receptor agonists
199362,2418,Cholecalciferol,Calcium-Regulating Hormones and Agents
199362,2418,Cholecalciferol,Vitamins
199362,2418,Cholecalciferol,Bone Density Conservation Agents
199362,2418,Cholecalciferol,Vitamin D and analogues
199888,38404,topiramate,Anticonvulsants
199888,38404,topiramate,Hypoglycemic Agents
199888,38404,topiramate,Other antiepileptics
200031,20352,carvedilol,Adrenergic beta-Antagonists
200031,20352,carvedilol,Antihypertensive Agents
200031,20352,carvedilol,Antioxidants
200031,20352,carvedilol,Calcium Channel Blockers
200031,20352,carvedilol,Vasodilator Agents
200031,20352,carvedilol,Adrenergic alpha-1 Receptor Antagonists
200031,20352,carvedilol,Alpha and beta blocking agents
200032,20352,carvedilol,Adrenergic beta-Antagonists
200032,20352,carvedilol,Antihypertensive Agents
200032,20352,carvedilol,Antioxidants
200032,20352,carvedilol,Calcium Channel Blockers
200032,20352,carvedilol,Vasodilator Agents
200032,20352,carvedilol,Adrenergic alpha-1 Receptor Antagonists
200032,20352,carvedilol,Alpha and beta blocking agents
200033,20352,carvedilol,Adrenergic beta-Antagonists
200033,20352,carvedilol,Antihypertensive Agents
200033,20352,carvedilol,Antioxidants
200033,20352,carvedilol,Calcium Channel Blockers
200033,20352,carvedilol,Vasodilator Agents
200033,20352,carvedilol,Adrenergic alpha-1 Receptor Antagonists
200033,20352,carvedilol,Alpha and beta blocking agents
200329,7646,Omeprazole,Anti-Ulcer Agents
200329,7646,Omeprazole,Proton Pump Inhibitors
200329,7646,Omeprazole,Proton pump inhibitors
200346,25037,cefdinir,Anti-Bacterial Agents
200346,25037,cefdinir,Third-generation cephalosporins
200371,2556,Citalopram,Serotonin Uptake Inhibitors
200371,2556,Citalopram,"Antidepressive Agents, Second-Generation"
200371,2556,Citalopram,Selective serotonin reuptake inhibitors
201961,25025,Finasteride,5-alpha Reductase Inhibitors
201961,25025,Finasteride,Urological Agents
201961,25025,Finasteride,Other dermatologicals
201961,25025,Finasteride,Testosterone-5-alpha reductase inhibitors
202561,1272,Aztreonam,Anti-Bacterial Agents
202561,1272,Aztreonam,Monobactams
203088,6135,Ketoconazole,Antifungal Agents
203088,6135,Ketoconazole,14-alpha Demethylase Inhibitors
203088,6135,Ketoconazole,Cytochrome P-450 CYP3A Inhibitors
203088,6135,Ketoconazole,Imidazole and triazole derivatives
203088,6135,Ketoconazole,Imidazole derivatives
203088,6135,Ketoconazole,Imidazole derivatives
203122,3640,Doxycycline,Anti-Bacterial Agents
203122,3640,Doxycycline,Antimalarials
203122,3640,Doxycycline,Anti-Bacterial Agents
203122,3640,Doxycycline,Antimalarials
203122,3640,Doxycycline,Antiinfectives and antiseptics for local oral treatment
203122,3640,Doxycycline,Tetracyclines
203128,6960,Midazolam,"Adjuvants, Anesthesia"
203128,6960,Midazolam,Hypnotics and Sedatives
203128,6960,Midazolam,Anti-Anxiety Agents
203128,6960,Midazolam,"Anesthetics, Intravenous"
203128,6960,Midazolam,GABA Modulators
203128,6960,Midazolam,"Adjuvants, Anesthesia"
203128,6960,Midazolam,Hypnotics and Sedatives
203128,6960,Midazolam,Anti-Anxiety Agents
203128,6960,Midazolam,"Anesthetics, Intravenous"
203128,6960,Midazolam,GABA Modulators
203128,6960,Midazolam,Benzodiazepine derivatives
203138,11170,Verapamil,Anti-Arrhythmia Agents
203138,11170,Verapamil,Calcium Channel Blockers
203138,11170,Verapamil,Vasodilator Agents
203138,11170,Verapamil,Phenylalkylamine derivatives
203138,11170,Verapamil,Anti-Arrhythmia Agents
203138,11170,Verapamil,Calcium Channel Blockers
203138,11170,Verapamil,Vasodilator Agents
203138,11170,Verapamil,ACE inhibitors and calcium channel blockers
203148,26225,Ondansetron,Antiemetics
203148,26225,Ondansetron,Antipruritics
203148,26225,Ondansetron,Serotonin Antagonists
203148,26225,Ondansetron,Antipsychotic Agents
203148,26225,Ondansetron,Anti-Anxiety Agents
203148,26225,Ondansetron,Antiemetics
203148,26225,Ondansetron,Antipruritics
203148,26225,Ondansetron,Serotonin Antagonists
203148,26225,Ondansetron,Antipsychotic Agents
203148,26225,Ondansetron,Anti-Anxiety Agents
203148,26225,Ondansetron,Serotonin (5HT3) antagonists
203160,52175,Losartan,Anti-Arrhythmia Agents
203160,52175,Losartan,Antihypertensive Agents
203160,52175,Losartan,Angiotensin II Type 1 Receptor Blockers
203160,52175,Losartan,Anti-Arrhythmia Agents
203160,52175,Losartan,Antihypertensive Agents
203160,52175,Losartan,Angiotensin II Type 1 Receptor Blockers
203160,52175,Losartan,"Angiotensin II receptor blockers (ARBs), plain"
203171,2180,Cefazolin,Anti-Bacterial Agents
203171,2180,Cefazolin,Anti-Bacterial Agents
203171,2180,Cefazolin,First-generation cephalosporins
203189,6902,Methylprednisolone,Anti-Inflammatory Agents
203189,6902,Methylprednisolone,Glucocorticoids
203189,6902,Methylprednisolone,Neuroprotective Agents
203189,6902,Methylprednisolone,"Antineoplastic Agents, Hormonal"
203189,6902,Methylprednisolone,Anti-Inflammatory Agents
203189,6902,Methylprednisolone,Antiemetics
203189,6902,Methylprednisolone,Glucocorticoids
203189,6902,Methylprednisolone,Neuroprotective Agents
203189,6902,Methylprednisolone,"Corticosteroids, weak (group I)"
203189,6902,Methylprednisolone,"Corticosteroids, combinations for treatment of acne"
203189,6902,Methylprednisolone,Glucocorticoids
204441,4278,Famotidine,Anti-Ulcer Agents
204441,4278,Famotidine,Histamine H2 Antagonists
204441,4278,Famotidine,H2-receptor antagonists
205490,1808,Bumetanide,Diuretics
205490,1808,Bumetanide,Sodium Potassium Chloride Symporter Inhibitors
205490,1808,Bumetanide,"Sulfonamides, plain"
205641,10402,dronabinol,Hallucinogens
205641,10402,dronabinol,Psychotropic Drugs
205641,10402,dronabinol,"Analgesics, Non-Narcotic"
205641,10402,dronabinol,Cannabinoid Receptor Agonists
205641,10402,dronabinol,Other antiemetics
205732,4603,Furosemide,Diuretics
205732,4603,Furosemide,Sodium Potassium Chloride Symporter Inhibitors
205732,4603,Furosemide,"Sulfonamides, plain"
206257,6472,Lovastatin,Anticholesteremic Agents
206257,6472,Lovastatin,Hydroxymethylglutaryl-CoA Reductase Inhibitors
206257,6472,Lovastatin,HMG CoA reductase inhibitors
206821,6470,Lorazepam,Anticonvulsants
206821,6470,Lorazepam,Antiemetics
206821,6470,Lorazepam,Hypnotics and Sedatives
206821,6470,Lorazepam,Anti-Anxiety Agents
206821,6470,Lorazepam,GABA Modulators
206821,6470,Lorazepam,Benzodiazepine derivatives
206828,6470,Lorazepam,Anticonvulsants
206828,6470,Lorazepam,Antiemetics
206828,6470,Lorazepam,Hypnotics and Sedatives
206828,6470,Lorazepam,Anti-Anxiety Agents
206828,6470,Lorazepam,GABA Modulators
206828,6470,Lorazepam,Benzodiazepine derivatives
206967,6130,Ketamine,Analgesics
206967,6130,Ketamine,"Anesthetics, Dissociative"
206967,6130,Ketamine,Excitatory Amino Acid Antagonists
206967,6130,Ketamine,Other general anesthetics
206978,6135,Ketoconazole,Antifungal Agents
206978,6135,Ketoconazole,14-alpha Demethylase Inhibitors
206978,6135,Ketoconazole,Cytochrome P-450 CYP3A Inhibitors
206978,6135,Ketoconazole,Imidazole and triazole derivatives
206978,6135,Ketoconazole,Imidazole derivatives
206978,6135,Ketoconazole,Imidazole derivatives
207107,4450,Fluconazole,Antifungal Agents
207107,4450,Fluconazole,14-alpha Demethylase Inhibitors
207107,4450,Fluconazole,Cytochrome P-450 CYP2C9 Inhibitors
207107,4450,Fluconazole,Cytochrome P-450 CYP2C19 Inhibitors
207107,4450,Fluconazole,Imidazole and triazole derivatives
207107,4450,Fluconazole,Triazole derivatives
207108,4450,Fluconazole,Antifungal Agents
207108,4450,Fluconazole,14-alpha Demethylase Inhibitors
207108,4450,Fluconazole,Cytochrome P-450 CYP2C9 Inhibitors
207108,4450,Fluconazole,Cytochrome P-450 CYP2C19 Inhibitors
207108,4450,Fluconazole,Imidazole and triazole derivatives
207108,4450,Fluconazole,Triazole derivatives
207112,4450,Fluconazole,Antifungal Agents
207112,4450,Fluconazole,14-alpha Demethylase Inhibitors
207112,4450,Fluconazole,Cytochrome P-450 CYP2C9 Inhibitors
207112,4450,Fluconazole,Cytochrome P-450 CYP2C19 Inhibitors
207112,4450,Fluconazole,Imidazole and triazole derivatives
207112,4450,Fluconazole,Triazole derivatives
207271,6916,Metolazone,Antihypertensive Agents
207271,6916,Metolazone,Diuretics
207271,6916,Metolazone,Sodium Chloride Symporter Inhibitors
207271,6916,Metolazone,"Sulfonamides, plain"
207346,4917,Nitroglycerin,Vasodilator Agents
207346,4917,Nitroglycerin,Organic nitrates
207346,4917,Nitroglycerin,Muscle relaxants
207685,8704,Prochlorperazine,Antiemetics
207685,8704,Prochlorperazine,Antipsychotic Agents
207685,8704,Prochlorperazine,Dopamine Antagonists
207685,8704,Prochlorperazine,Phenothiazines with piperazine structure
208081,38413,torsemide,Antihypertensive Agents
208081,38413,torsemide,Diuretics
208081,38413,torsemide,Sodium Potassium Chloride Symporter Inhibitors
208081,38413,torsemide,"Sulfonamides, plain"
208149,36437,Sertraline,Antidepressive Agents
208149,36437,Sertraline,Serotonin Uptake Inhibitors
208149,36437,Sertraline,Selective serotonin reuptake inhibitors
208161,36437,Sertraline,Antidepressive Agents
208161,36437,Sertraline,Serotonin Uptake Inhibitors
208161,36437,Sertraline,Selective serotonin reuptake inhibitors
208365,18993,benzonatate,Antitussive Agents
208365,18993,benzonatate,Other cough suppressants
209006,1894,Calcitriol,Calcium-Regulating Hormones and Agents
209006,1894,Calcitriol,Calcium Channel Agonists
209006,1894,Calcitriol,Vitamins
209006,1894,Calcitriol,Bone Density Conservation Agents
209006,1894,Calcitriol,Vitamin D and analogues
209006,1894,Calcitriol,Other antipsoriatics for topical use
209638,2418,Cholecalciferol,Calcium-Regulating Hormones and Agents
209638,2418,Cholecalciferol,Vitamins
209638,2418,Cholecalciferol,Bone Density Conservation Agents
209638,2418,Cholecalciferol,Vitamin D and analogues
209704,1291,Bacitracin,"Anti-Infective Agents, Local"
209704,1291,Bacitracin,Anti-Bacterial Agents
209704,1291,Bacitracin,Other antibiotics for topical use
209704,1291,Bacitracin,Other antibacterials
209704,1291,Bacitracin,Antibiotics
211322,15996,Mirtazapine,Antidepressive Agents
211322,15996,Mirtazapine,Histamine H1 Antagonists
211322,15996,Mirtazapine,Anti-Anxiety Agents
211322,15996,Mirtazapine,Adrenergic alpha-2 Receptor Antagonists
211322,15996,Mirtazapine,Serotonin 5-HT2 Receptor Antagonists
211322,15996,Mirtazapine,Serotonin 5-HT3 Receptor Antagonists
211322,15996,Mirtazapine,Other antidepressants
211759,5487,Hydrochlorothiazide,Antihypertensive Agents
211759,5487,Hydrochlorothiazide,Diuretics
211759,5487,Hydrochlorothiazide,Sodium Chloride Symporter Inhibitors
211759,5487,Hydrochlorothiazide,"Thiazides, plain"
211815,82122,Levofloxacin,"Anti-Infective Agents, Urinary"
211815,82122,Levofloxacin,Anti-Bacterial Agents
211815,82122,Levofloxacin,Topoisomerase II Inhibitors
211815,82122,Levofloxacin,Cytochrome P-450 CYP1A2 Inhibitors
211815,82122,Levofloxacin,Fluoroquinolones
211815,82122,Levofloxacin,Fluoroquinolones
211816,82122,Levofloxacin,"Anti-Infective Agents, Urinary"
211816,82122,Levofloxacin,Anti-Bacterial Agents
211816,82122,Levofloxacin,Topoisomerase II Inhibitors
211816,82122,Levofloxacin,Cytochrome P-450 CYP1A2 Inhibitors
211816,82122,Levofloxacin,Fluoroquinolones
211816,82122,Levofloxacin,Fluoroquinolones
212033,1191,Aspirin,"Anti-Inflammatory Agents, Non-Steroidal"
212033,1191,Aspirin,Fibrinolytic Agents
212033,1191,Aspirin,Platelet Aggregation Inhibitors
212033,1191,Aspirin,Cyclooxygenase Inhibitors
212033,1191,Aspirin,Antipyretics
212033,1191,Aspirin,Other agents for local oral treatment
212033,1191,Aspirin,Platelet aggregation inhibitors excl. heparin
212033,1191,Aspirin,Salicylic acid and derivatives
212233,36437,Sertraline,Antidepressive Agents
212233,36437,Sertraline,Serotonin Uptake Inhibitors
212233,36437,Sertraline,Selective serotonin reuptake inhibitors
212405,61381,olanzapine,Antiemetics
212405,61381,olanzapine,Antipsychotic Agents
212405,61381,olanzapine,Serotonin Uptake Inhibitors
212405,61381,olanzapine,"Diazepines, oxazepines, thiazepines and oxepines"
212448,73645,valacyclovir,Antiviral Agents
212448,73645,valacyclovir,Nucleosides and nucleotides excl. reverse transcriptase inhibitors
212542,17767,Amlodipine,Antihypertensive Agents
212542,17767,Amlodipine,Calcium Channel Blockers
212542,17767,Amlodipine,Vasodilator Agents
212542,17767,Amlodipine,Dihydropyridine derivatives
212549,17767,Amlodipine,Antihypertensive Agents
212549,17767,Amlodipine,Calcium Channel Blockers
212549,17767,Amlodipine,Vasodilator Agents
212549,17767,Amlodipine,Dihydropyridine derivatives
212575,17767,Amlodipine,Antihypertensive Agents
212575,17767,Amlodipine,Calcium Channel Blockers
212575,17767,Amlodipine,Vasodilator Agents
212575,17767,Amlodipine,Dihydropyridine derivatives
